source_root,source_file,round_id,family,task_id,instance_id,implementation_source,paper_facing_allowed,paper_role,evidence_class,replay_class,driver_id,driver_type,driver_version,model_family,model_id,model_size,model_backend,backend_engine,policy_version,prompt_template_hash,action_parser_version,budget,seed,evidence_validation_pass,trace_hash,artifact_hash,eval_hash,evaluator_output_hash,evaluator_version,real_upstream_live,real_upstream_replay,browser_backend,browser_version,upstream_package_version,repo,base_commit,harness_version,image_or_sif_hash,smoke_only,fixture_only,unsupported_backend_pair,regime,decision_label,decision_labels,measurable_queueing,significant_queueing,dominant_queueing,natural_failure_diversity_supported,dominant_failure_category,dominant_failure_share,p99_increase_supported,component_shift_supported,behavior_shift_supported,controller_reversal_supported,operating_point_shift_supported,end_to_end_p99_ms,dom_get_ms,screenshot_ms,network_or_har_ms,render_or_page_wait_ms,navigation_ms,exclusion_reason,backend,env_id,environment_id,model_version,run_id,suite_version,task_family,task_manifest_hash,telemetry_mode,trace_id,trace_schema_version,action_hash,duration_ms,environment_seed,obs_hash,reward,terminated,truncated,validation_pass,image_digest,image_digest_or_sif_hash,local_repo_path,patch_apply_success,patch_condition,patch_parse_status,sif_hash,snapshot_id,upstream_dataset_version,verifier_id,verifier_version,build_ms,error_class,failure_mode,failure_origin,manifest_path,mode,passed,queue_cap,retry_count,summary_path,test_ms,trace_path,verifier_queue_wait_ms,verifier_service_ms,verifier_workers,capture_timestamp,extra_headers_hash,final_url,gcp_public_host,pbs_job_id,site,start_url,REDACTED_BROWSER_STATE_LABEL_hash,task_success,upstream_commit,events_path,evaluator_result_path,task_manifest_path,trace_bundle_ref,upstream_root,upstream_task_id,score,concurrency,task_count,mean_duration_ms,makespan_s,throughput_per_s,row_id,overhead_pct,offered_load,model_latency_ms,backend_version,completion_tokens,invalid_action,model_path_hash,model_path_or_hf_id,model_revision,parse_status,prompt_tokens,tokenizer_hash,total_tokens,env_steps,patch_apply_error,patch_candidate_invalid_patch,patch_candidate_parse_status,patch_generation_latency_ms,patch_hash,patch_length,problem_statement_source,failure_category,episode_id,end_to_end_ms,episode_count,end_to_end_p50_ms,end_to_end_p95_ms,verifier_queue_wait_p50_ms,verifier_queue_wait_p95_ms,verifier_queue_wait_p99_ms,verifier_service_p95_ms,verifier_service_p99_ms,queue_wait_share_p99,pass_rate,failure_rate,retry_rate,patch_generation_latency_ms_mean,natural_failure,count,share,clean_p99_latency_ms,stressed_p99_latency_ms,clean_pass_rate,stressed_pass_rate,clean_render_wait_share,stressed_render_wait_share,clean_network_align_share,stressed_network_align_share,clean_invalid_action_rate,stressed_invalid_action_rate,model_size_b,seed_count,end_to_end_latency_ms_mean,end_to_end_latency_ms_p50,end_to_end_latency_ms_p95,end_to_end_latency_ms_p99,model_latency_ms_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,invalid_action_rate,task_success_rate,reward_auc_over_wallclock_mean,trace_completeness_rate,framework_id,framework_version,adapter_version,input_csv,output_jsonl,row_count,status,full_training
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job3/miniwob_20260424_043515_c8c56499,miniwob/concurrency/c4/job3/miniwob_20260424_043515_c8c56499/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/email-inbox,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.email-inbox,browsergym/miniwob.email-inbox,captured,miniwob_20260424_043515_c8c56499,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,3accd3ea588845ec98ad7f1bd273c7f3,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13109.322326,3,9da122e50ff22345431089eb9951bcfba91e9da7fde26a5f478d0f2a9525a751,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job3/miniwob_20260424_043531_686a3b6d,miniwob/concurrency/c4/job3/miniwob_20260424_043531_686a3b6d/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/find-word,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.find-word,browsergym/miniwob.find-word,captured,miniwob_20260424_043531_686a3b6d,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,980983f682554662bb0d22e91f688493,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12971.886499,3,0776708bea0b80199d31e2395802a2c02dfcc9e3f221ba1905d7ee193463ed94,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job3/miniwob_20260424_043546_22c3bd76,miniwob/concurrency/c4/job3/miniwob_20260424_043546_22c3bd76/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/login-user,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.login-user,browsergym/miniwob.login-user,captured,miniwob_20260424_043546_22c3bd76,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,779f4ba843cb410999e6acc1b98a9854,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12939.149103,3,ac9b7b7affe5cbcc3693500c76f3cbe681198c0ba1e630d0a810c7bb71cb7cc5,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043256_54a71e49,miniwob/concurrency/c4/job4/miniwob_20260424_043256_54a71e49/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/click-button,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.click-button,browsergym/miniwob.click-button,captured,miniwob_20260424_043256_54a71e49,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,03d275d966ca47079521ff14816a6644,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13943.069073,4,f7388b82df453d050d1df4680bfc3d312f81368a3a9930118f38ba5a2a8bc634,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043311_03e70c4a,miniwob/concurrency/c4/job4/miniwob_20260424_043311_03e70c4a/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/enter-text,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.enter-text,browsergym/miniwob.enter-text,captured,miniwob_20260424_043311_03e70c4a,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,b1d339acba0f42d08b11294b9b19c301,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13020.088307,4,e4a3ed1ce460161d0a203a5a0fed025c0889e768838495234543e56ec250c557,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043327_3ed053c6,miniwob/concurrency/c4/job4/miniwob_20260424_043327_3ed053c6/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/focus-text,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.focus-text,browsergym/miniwob.focus-text,captured,miniwob_20260424_043327_3ed053c6,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,e65a85647972490c8be6a04d15778681,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12989.870516,4,43cce56b797202c724ca2fa8945c4bff9d053bd435938b8f9636b0c6c230fcfd,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043342_e694948e,miniwob/concurrency/c4/job4/miniwob_20260424_043342_e694948e/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/click-checkboxes,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.click-checkboxes,browsergym/miniwob.click-checkboxes,captured,miniwob_20260424_043342_e694948e,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,e5fa0d12e4574b33b9e8ad7c5d07cc94,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13032.220655,4,a66e0bdddfd03d3b1aae37ca28b226f3ce2a911151b1ad33d5697322114f74bd,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043358_5afefde9,miniwob/concurrency/c4/job4/miniwob_20260424_043358_5afefde9/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/click-link,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.click-link,browsergym/miniwob.click-link,captured,miniwob_20260424_043358_5afefde9,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,06dd5a547bb645ec891ccb50aec50d4f,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12841.048275,4,acd5608bf35a91d01acda9ed8c271b939b09673a430aaa03aa0db417ef1d23c2,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043413_30c61b6d,miniwob/concurrency/c4/job4/miniwob_20260424_043413_30c61b6d/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/click-option,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.click-option,browsergym/miniwob.click-option,captured,miniwob_20260424_043413_30c61b6d,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,ca3693c2910646a49cd9e72701c21827,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12950.293266,4,cca52095919ec6533318e1bec2cf48a2a30c9267d439a52288537e84fdf02a9b,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043429_ca7573a6,miniwob/concurrency/c4/job4/miniwob_20260424_043429_ca7573a6/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/count-shape,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.count-shape,browsergym/miniwob.count-shape,captured,miniwob_20260424_043429_ca7573a6,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,f41e4b6d191546b8bcb8386855a97224,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12986.315388,4,da6a1b52663164be182ac7618bee084acac909a0c214729f0beb4a03aaff9905,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043444_e104afbf,miniwob/concurrency/c4/job4/miniwob_20260424_043444_e104afbf/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/count-sides,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.count-sides,browsergym/miniwob.count-sides,captured,miniwob_20260424_043444_e104afbf,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,5dfeb30a84b1453cb35314c97e611b85,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12946.298505,4,38702175a831ddf07132a46d2654c337fbb254ef703f8cf556f78943af10cd57,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043500_1c3313e8,miniwob/concurrency/c4/job4/miniwob_20260424_043500_1c3313e8/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/drag-box,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.drag-box,browsergym/miniwob.drag-box,captured,miniwob_20260424_043500_1c3313e8,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,ba7c8d8e8a0d4db0899d3443f3dc562c,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13047.081217,4,b3fd2389b6f286f0995692d3828624717b882a2267764693d40c74bb0f4c357a,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043515_bd0420e5,miniwob/concurrency/c4/job4/miniwob_20260424_043515_bd0420e5/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/email-inbox,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.email-inbox,browsergym/miniwob.email-inbox,captured,miniwob_20260424_043515_bd0420e5,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,7baa6681c18d4c0692017ec5f0fb69a7,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13134.841977,4,15bcbf05a330a3c71fd685e4e1b6e0275ff0c0f7a553b3d5aca816cc1bcb7455,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043531_ccde3696,miniwob/concurrency/c4/job4/miniwob_20260424_043531_ccde3696/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/find-word,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.find-word,browsergym/miniwob.find-word,captured,miniwob_20260424_043531_ccde3696,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,8116349adadf4ba29bdb2be6b7249b55,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12883.791331,4,3044803b83b9f921468d150b1a16e0b387b04a69d9ab4ae11fbff8f4803dd8d1,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c4/job4/miniwob_20260424_043546_9ab29739,miniwob/concurrency/c4/job4/miniwob_20260424_043546_9ab29739/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/login-user,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.login-user,browsergym/miniwob.login-user,captured,miniwob_20260424_043546_9ab29739,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,2a20dde3808440d1b4b388f803c8cadf,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,12843.705361,4,16e8d3789f4776159f83f912bdb89bb9a0819b26dd9fe6884e54a0f545e0b7d7,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c8/job1/miniwob_20260424_043604_086d4d99,miniwob/concurrency/c8/job1/miniwob_20260424_043604_086d4d99/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/click-button,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.click-button,browsergym/miniwob.click-button,captured,miniwob_20260424_043604_086d4d99,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,699521160dd84845a7ddaef6d6f22d22,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,14535.312061,1,94f83103922d5eb27d85d9c090efee4271fb24b9297fff60b46d81e9caaf6a12,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c8/job1/miniwob_20260424_043620_0889231b,miniwob/concurrency/c8/job1/miniwob_20260424_043620_0889231b/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/enter-text,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.enter-text,browsergym/miniwob.enter-text,captured,miniwob_20260424_043620_0889231b,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,6e4451fe8b874d049876bfeb630d42db,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13332.500564,1,3067ce1beeb9d597db9fe01db41d8f474a5be05417cb6877a6d9fe32bcb953ca,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c8/job1/miniwob_20260424_043636_485383b9,miniwob/concurrency/c8/job1/miniwob_20260424_043636_485383b9/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/focus-text,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.focus-text,browsergym/miniwob.focus-text,captured,miniwob_20260424_043636_485383b9,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,d65c126ac7424d74a338e24567b3bccd,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13412.086332,1,9a431bc9075fdb0c348efe15601d607839418a406aba18fb0bd9bc23c7ed094c,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artifact_release_root/rounds/round1_real_task_cutover/miniwob/concurrency/c8/job1/miniwob_20260424_043652_87221d0c,miniwob/concurrency/c8/job1/miniwob_20260424_043652_87221d0c/summary.json,ROUND1_REAL_TASK_CUTOVER,miniwob,miniwob/click-checkboxes,,real_upstream,true,paper_facing,real_task_cutover,R0,,,playwright-1.44.0,,recorded-action-sequence,,,,captured,,,,,true,,,,,,,,browsergym_miniwob,Chromium 125.0.6422.26,0.14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,browsergym_miniwob,browsergym/miniwob.click-checkboxes,browsergym/miniwob.click-checkboxes,captured,miniwob_20260424_043652_87221d0c,0.1.0,miniwob,680ca90dd235dd846bc19689a667ecfcfb9770c3926c7b12a6d2ac79bc68178d,basic,2aad18f6e8354b47b22b7c49e142954c,1.0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,13285.049612,1,a9f9db9341fd161038b987e3919ffb1cb279a5cc501ada6599c5e155afe30b07,0.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
